complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
4091370,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges, broken processes, and unmet promises, such as the incorrect increase of hazard insurance and miscalculated payments.","The consumer expresses frustration with the incompetence of the service, such as being transferred between departments without resolution."
4868427,mortgage,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet performance expectations, such as not receiving replies or answers to questions from SLS.","The consumer expresses frustration at the lack of communication and service from SLS, indicating a failure to perform as expected."
7679883,mortgage,EVALUATIVE,0.85,0.3,0.8,The complaint focuses on unmet performance expectations and incorrect information about the automatic payments not transferring.,The consumer expresses frustration at being misinformed and the failure to maintain automatic payments as promised.
2476191,mortgage,EVALUATIVE,0.85,0.4,0.9,"The complaint focuses on unmet performance expectations, specifically the failure to pay property taxes on time and the resulting financial hardship.",The consumer expresses frustration and dissatisfaction with the service quality and the refusal to waive the escrow waiver fee.
9334976,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on the mortgage company's repeated failure to process lien releases and accept payments, despite acknowledging their mistake.",The consumer expresses frustration with the company's incompetence and the incorrect charges resulting from their errors.
16624177,mortgage,EVALUATIVE,0.7,0.4,0.7,"Selene Finance is obligated to respond in writing and to accept the legal documents, while extending the auction date to finalize the pending loan modification!",The complaint focuses on unmet performance expectations and failure to perform as advertised.
7622311,mortgage,UNCLASSIFIABLE,0.6,0.2,0.3,"The complaint is primarily a request for documentation needed for a Medicaid application, with no clear expression of unmet expectations or betrayal.","The complaint includes factual details about the reverse mortgage and a change in mortgage servicer, but lacks emotional content."
4205376,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as UWM not paying the house insurance premium and failing to follow up.","The consumer describes UWM as 'incompetent and corrupt,' indicating frustration and dissatisfaction with service quality."
13842852,mortgage,EVALUATIVE,0.7,0.3,0.7,The complaint focuses on the unexpected increase in mortgage payments due to escrow adjustments.,"The consumer mentions attempts to influence refinancing, suggesting dissatisfaction with service practices."
1660612,mortgage,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on unmet promises and failure to perform as advertised, specifically regarding the appraisal process.",The consumer expresses frustration with the process and the inconsistency between what was promised and what is being delivered.
2335215,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, specifically the claim that payments were made but not acknowledged by Wells Fargo.","The consumer expresses frustration with the process and the lack of communication, indicating a failure to perform as expected."
8595686,mortgage,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on incorrect charges and unmet performance expectations, such as the unnotified increase in homeowner's insurance and missing escrow payment.",The repeated requests for a new escrow analysis and the lack of response indicate frustration with poor service quality.
3442396,mortgage,EVALUATIVE,0.85,0.2,0.9,"SPS acknowledged that they received all my payments on time, however, they did not apply all the payments on time.","The complaint focuses on the failure to process payments correctly and refusal to correct records, indicating unmet performance expectations."
2032761,mortgage,EVALUATIVE,0.8,0.4,0.8,Plaza Home Mortgage has denied my request for a loan restructuring for over two years now siting that the holder of the note will not allow it according to their Loss Mitigation Department.,"The complaint mentions unmet promises and poor service quality, such as not receiving contact from the company and unclear additional charges."
3318395,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on incorrect charges and failure to address the money taken from the escrow account causing the shortage.,The consumer expresses frustration with the mortgage company's refusal to credit back the escrow account despite evidence of mismanagement.
4615597,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as failing to follow through on the ACH promised to fulfill the escrow amount.",The complaint details multiple instances of incorrect account handling and broken promises regarding the transfer of funds.
2077985,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on errors made by Wells Fargo in setting sale dates and mismanagement of the loan servicing.,"The consumer disputes charges and expects confirmation that no charges will be made, indicating unmet performance expectations."
1595307,mortgage,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to assist in keeping the home and the ineffective communication with the Home Preservation Specialist.",The mention of being scammed by Capital Law Center adds to the frustration but does not directly implicate Wells Fargo in a delegative trust failure.
4197125,mortgage,DELEGATIVE,0.85,0.85,0.65,"I personally feel abused, insulted, and forced into circumstances against my will, where, if I were to agree, I would be paying my abuser more than {$75000.00} for their abuse.","The complaint describes a sense of betrayal and abuse of trust, particularly with the mention of Wells Fargo's past actions and the belief that they are treating customers unfairly."
3884330,mortgage,EVALUATIVE,0.85,0.3,0.9,Im shocked at the sheer inept service and the lies. I was told originally that I qualify.,The complaint focuses on poor service quality and unmet promises.
3294144,mortgage,EVALUATIVE,0.9,0.2,0.9,I have over the course of almost 3 months made 8 different phone calls to obtain a simple document and have not been provided with the document or proof that the document has been sent.,Repeated requests and lack of response indicate frustration with service quality.
14540103,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and poor service quality, such as not posting checks on time and charging late fees.","The consumer expresses frustration with the company's processes and service, indicating unmet performance expectations."
8457467,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and a failure to perform as advertised, specifically the failure of the auto-pay system and lack of communication.",The consumer expresses frustration at the incompetence of the system and the lack of follow-up on a technical error.
